----system---- ----total-usage---- ------memory-usage----- -dsk/total- ---procs--- ---load-avg--- -most-expensive- --most-expensive--
     time     |usr sys idl wai stl| used  free  buf   cach| read  writ|run blk new| 1m   5m  15m |  cpu process   |  memory process  
17-10 04:32:03| 99   1   0   0   0|  32G   26G  396M 4532M|   0  8209B| 67   0   0|60.2 45.9 39.7|ppgen_sabv_l  17|ppgen_sabv_l  7332
17-10 04:32:04|100   1   0   0   0|  32G   26G  396M 4532M|   0     0 | 67   0   0|60.2 45.9 39.7|ppgen_sabv_l  20|ppgen_sabv_l  7332
17-10 04:32:05| 99   1   0   0   0|  32G   26G  396M 4532M|   0   128k| 67   0   0|60.2 45.9 39.7|ppgen_sabv_l  20|ppgen_sabv_l  7332
17-10 04:32:06| 99   1   0   0   0|  32G   26G  396M 4532M|   0     0 | 67   0   0|60.6 46.3 39.9|ppgen_sabv_l  19|ppgen_sabv_l  7332
17-10 04:32:07| 97   2   0   0   0|  32G   26G  396M 4532M|   0     0 | 67   0  37|60.6 46.3 39.9|ppgen_sabv_l  18|ppgen_sabv_l  7332
17-10 04:32:08| 99   1   0   0   0|  32G   26G  396M 4532M|   0     0 | 67   0   0|60.6 46.3 39.9|ppgen_sabv_l  16|ppgen_sabv_l  7332
17-10 04:32:09| 99   1   0   0   0|  32G   26G  396M 4532M|   0    60k| 67   0   0|60.6 46.3 39.9|ppgen_sabv_l  16|ppgen_sabv_l  7332
17-10 04:32:10| 98   1   0   0   0|  32G   26G  396M 4532M|   0    68k| 67   0   0|60.6 46.3 39.9|ppgen_sabv_l  15|ppgen_sabv_l  7332
17-10 04:32:11| 99   1   0   0   0|  32G   26G  396M 4532M|   0     0 | 67   0   0|61.0 46.6 40.0|ppgen_sabv_l  17|ppgen_sabv_l  7332
17-10 04:32:12| 98   2   0   0   0|  32G   26G  396M 4532M|   0     0 | 67   0  39|61.0 46.6 40.0|ppgen_sabv_l  19|ppgen_sabv_l  7332
17-10 04:32:13| 99   1   0   0   0|  32G   26G  396M 4532M|   0     0 | 67   0   0|61.0 46.6 40.0|ppgen_sabv_l  20|ppgen_sabv_l  7332
17-10 04:32:14| 99   1   0   0   0|  32G   26G  396M 4532M|   0     0 | 67   0   0|61.0 46.6 40.0|ppgen_sabv_l  17|ppgen_sabv_l  7332
17-10 04:32:15| 99   1   0   0   0|  32G   26G  396M 4532M|   0   112k| 67   0   0|61.0 46.6 40.0|ppgen_sabv_l  23|ppgen_sabv_l  7332
17-10 04:32:16| 99   1   0   0   0|  32G   26G  396M 4533M|   0     0 | 67   0 2.0|61.5 46.9 40.2|ppgen_sabv_l  21|ppgen_sabv_l  7332
17-10 04:32:17| 98   2   0   0   0|  32G   26G  396M 4533M|   0     0 | 69   0  22|61.5 46.9 40.2|ppgen_sabv_l  18|ppgen_sabv_l  7332
17-10 04:32:18| 98   2   0   0   0|  32G   26G  396M 4533M|   0     0 | 67   0  17|61.5 46.9 40.2|ppgen         15|ppgen_sabv_l  7332
17-10 04:32:19| 98   1   0   0   0|  32G   26G  396M 4532M|   0   312k| 67   0 1.0|61.5 46.9 40.2|ppgen_sabv_l  15|ppgen_sabv_l  7332
17-10 04:32:20| 99   1   0   0   0|  32G   26G  396M 4533M|   0     0 | 67   0   0|61.5 46.9 40.2|ppgen_sabv_l  16|ppgen_sabv_l  7332
17-10 04:32:21| 98   1   0   0   0|  32G   26G  396M 4533M|   0    12k| 67   0  10|61.9 47.2 40.3|ppgen_sabv_l  16|ppgen_sabv_l  7332
17-10 04:32:22| 99   1   0   0   0|  32G   26G  396M 4533M|   0     0 | 67   0 6.0|61.9 47.2 40.3|ppgen_sabv_l  19|ppgen_sabv_l  7332
17-10 04:32:23| 97   3   0   0   0|  32G   26G  396M 4533M|   0   179k| 67   0  37|61.9 47.2 40.3|ppgen         17|ppgen_sabv_l  7332
17-10 04:32:24| 99   1   0   0   0|  32G   26G  396M 4533M|   0   132k| 67   0   0|61.9 47.2 40.3|ppgen_sabv_l  18|ppgen_sabv_l  7332
17-10 04:32:25| 99   1   0   0   0|  32G   26G  396M 4533M|   0     0 | 67   0   0|61.9 47.2 40.3|ppgen_sabv_l  18|ppgen_sabv_l  7332
17-10 04:32:26| 99   1   0   0   0|  32G   26G  396M 4533M|   0     0 | 67   0   0|62.2 47.6 40.4|ppgen_sabv_l  21|ppgen_sabv_l  7332
17-10 04:32:27| 99   1   0   0   0|  32G   26G  396M 4533M|   0    12k| 68   0 1.0|62.2 47.6 40.4|ppgen_sabv_l  21|ppgen_sabv_l  7332
17-10 04:32:28| 97   3   0   0   0|  32G   26G  396M 4533M|   0    52k| 67   0  55|62.2 47.6 40.4|ppgen_sabv_l  22|ppgen_sabv_l  7332
17-10 04:32:29| 99   1   0   0   0|  32G   26G  396M 4533M|   0  8183B| 67   0   0|62.2 47.6 40.4|ppgen_sabv_l  19|ppgen_sabv_l  7332
17-10 04:32:30| 99   1   0   0   0|  32G   26G  396M 4533M|   0   140k| 67   0   0|62.2 47.6 40.4|ppgen_sabv_l  15|ppgen_sabv_l  7332
17-10 04:32:31| 99   1   0   0   0|  32G   26G  396M 4533M|   0     0 | 67   0   0|62.5 47.9 40.6|ppgen_sabv_l  16|ppgen_sabv_l  7332
17-10 04:32:32| 99   1   0   0   0|  32G   26G  396M 4533M|   0     0 | 67   0   0|62.5 47.9 40.6|ppgen_sabv_l  16|ppgen_sabv_l  7332
17-10 04:32:33| 97   3   0   0   0|  32G   26G  396M 4533M|   0   156k| 67   0  39|62.5 47.9 40.6|ppgen_sabv_l  14|ppgen_sabv_l  7332
17-10 04:32:34| 98   2   0   0   0|  32G   26G  396M 4533M|   0     0 | 67   0  25|62.5 47.9 40.6|ppgen_sabv_l  16|ppgen_sabv_l  7332
17-10 04:32:35| 98   2   0   0   0|  32G   26G  396M 4533M|   0   176k| 67   0  36|62.5 47.9 40.6|ppgen_sabv_l  17|ppgen_sabv_l  7332
17-10 04:32:36| 97   2   0   0   0|  32G   26G  396M 4533M|   0     0 | 67   0   0|62.8 48.2 40.7|ppgen_sabv_l  17|ppgen_sabv_l  7332
17-10 04:32:37| 99   2   0   0   0|  32G   26G  396M 4533M|   0     0 | 68   0   0|62.8 48.2 40.7|ppgen_sabv_l  18|ppgen_sabv_l  7332
17-10 04:32:38| 98   3   0   0   0|  32G   26G  396M 4533M|   0  4155B| 67   0  39|62.8 48.2 40.7|ppgen_sabv_l  19|ppgen_sabv_l  7332
17-10 04:32:39| 97   3   0   0   0|  32G   26G  396M 4533M|   0  8155B| 67   0   0|62.8 48.2 40.7|ppgen_sabv_l  17|ppgen_sabv_l  7332
17-10 04:32:40| 98   2   0   0   0|  32G   26G  396M 4533M|   0    52k| 67   0   0|62.8 48.2 40.7|ppgen_sabv_l  19|ppgen_sabv_l  7332
17-10 04:32:41| 98   2   0   0   0|  32G   26G  396M 4533M|   0     0 | 67   0   0|63.1 48.5 40.8|ppgen_sabv_l  18|ppgen_sabv_l  7332
17-10 04:32:42| 98   2   0   0   0|  32G   26G  396M 4533M|   0     0 | 67   0   0|63.1 48.5 40.8|ppgen_sabv_l  18|ppgen_sabv_l  7332
17-10 04:32:43| 96   4   0   0   0|  32G   26G  396M 4533M|   0     0 | 67   0  47|63.1 48.5 40.8|ppgen         14|ppgen_sabv_l  7332
17-10 04:32:44| 98   2   0   0   0|  32G   26G  396M 4533M|   0     0 | 67   0   0|63.1 48.5 40.8|ppgen_sabv_l  18|ppgen_sabv_l  7332
17-10 04:32:45| 98   2   0   0   0|  32G   26G  396M 4533M|   0   100k| 67   0   0|63.1 48.5 40.8|ppgen_sabv_l  16|ppgen_sabv_l  7332
17-10 04:32:46| 98   2   0   0   0|  32G   26G  396M 4533M|   0  4098B| 67   0   0|63.3 48.8 41.0|ppgen_sabv_l  18|ppgen_sabv_l  7332
17-10 04:32:47| 98   2   0   0   0|  32G   26G  396M 4533M|   0     0 | 67   0   0|63.3 48.8 41.0|ppgen_sabv_l  14|ppgen_sabv_l  7332
17-10 04:32:48| 97   3   0   0   0|  32G   26G  396M 4533M|   0   140k| 67   0  38|63.3 48.8 41.0|ppgen_sabv_l  17|ppgen_sabv_l  7332
17-10 04:32:49| 98   2   0   0   0|  32G   26G  396M 4533M|   0   120k| 67   0 2.0|63.3 48.8 41.0|ppgen_sabv_l  17|ppgen_sabv_l  7332
17-10 04:32:50| 97   3   0   0   0|  32G   26G  396M 4533M|   0     0 | 67   0  10|63.3 48.8 41.0|ppgen_sabv_l  21|ppgen_sabv_l  7332
17-10 04:32:51| 98   2   0   0   0|  32G   26G  396M 4533M|   0    12k| 67   0 5.0|63.6 49.1 41.1|ppgen_sabv_l  20|ppgen_sabv_l  7332
17-10 04:32:52| 97   3   0   0   0|  32G   26G  396M 4533M|   0     0 | 67   0 3.0|63.6 49.1 41.1|ppgen_sabv_l  18|ppgen_sabv_l  7332
17-10 04:32:53| 95   4   0   0   0|  32G   26G  396M 4533M|   0     0 | 73   0  16|63.6 49.1 41.1|ppgen_sabv_l  19|ppgen_sabv_l  7332
17-10 04:32:54| 97   4   0   0   0|  32G   26G  396M 4533M|   0    97k| 67   0  31|63.6 49.1 41.1|ppgen_sabv_l  18|ppgen_sabv_l  7332
17-10 04:32:55| 98   3   0   0   0|  32G   25G  396M 4533M|   0    92k| 67   0 5.0|63.6 49.1 41.1|ppgen_sabv_l  15|ppgen_sabv_l  7332
17-10 04:32:56| 97   3   0   0   0|  33G   25G  396M 4533M|   0     0 | 67   0   0|63.8 49.3 41.3|ppgen_sabv_l  18|ppgen_sabv_l  7332
17-10 04:32:57| 97   3   0   0   0|  33G   25G  396M 4533M|   0    12k| 67   0   0|63.8 49.3 41.3|ppgen_sabv_l  17|ppgen_sabv_l  7332
17-10 04:32:58| 97   3   0   0   0|  33G   25G  396M 4533M|   0  4098B| 67   0  18|63.8 49.3 41.3|ppgen_sabv_l  16|ppgen_sabv_l  7332
17-10 04:32:59| 97   3   0   0   0|  33G   25G  396M 4533M|   0    52k| 67   0  37|63.8 49.3 41.3|ppgen_sabv_l  17|ppgen_sabv_l  7332
17-10 04:33:00| 97   2   0   0   0|  33G   25G  396M 4533M|   0    88k| 67   0   0|63.8 49.3 41.3|ppgen_sabv_l  16|ppgen_sabv_l  7332
17-10 04:33:01| 99   2   0   0   0|  33G   25G  396M 4533M|   0     0 | 67   0   0|64.0 49.6 41.4|ppgen_sabv_l  17|ppgen_sabv_l  7332
17-10 04:33:02| 97   3   0   0   0|  33G   25G  396M 4533M|   0     0 | 67   0 8.0|64.0 49.6 41.4|ppgen_sabv_l  21|ppgen_sabv_l  7332
17-10 04:33:03| 98   3   0   0   0|  33G   25G  396M 4533M|   0    16k| 68   0   0|64.0 49.6 41.4|ppgen_sabv_l  22|ppgen_sabv_l  7332
17-10 04:33:04| 97   3   0   0   0|  33G   25G  396M 4533M|   0     0 | 68   0  37|64.0 49.6 41.4|ppgen_sabv_l  21|ppgen_sabv_l  7332
17-10 04:33:05| 97   3   0   0   0|  33G   25G  396M 4533M|   0   180k| 68   0  10|64.0 49.6 41.4|ppgen_sabv_l  17|ppgen_sabv_l  7332
17-10 04:33:06| 98   2   0   0   0|  33G   25G  396M 4533M|   0     0 | 68   0 5.0|64.2 49.9 41.5|ppgen_sabv_l  17|ppgen_sabv_l  7332
17-10 04:33:07| 94   5   0   0   0|  33G   25G  396M 4533M|   0     0 | 69   0 7.0|64.2 49.9 41.5|ppgen_sabv_l  17|ppgen_sabv_l  7332
17-10 04:33:08| 98   2   0   0   0|  33G   25G  396M 4533M|   0    56k| 68   0   0|64.2 49.9 41.5|ppgen_sabv_l  19|ppgen_sabv_l  7332
17-10 04:33:09| 97   3   0   0   0|  33G   25G  396M 4533M|   0  8145B| 68   0  38|64.2 49.9 41.5|ppgen_sabv_l  20|ppgen_sabv_l  7332
17-10 04:33:10| 98   2   0   0   0|  33G   25G  396M 4533M|   0    68k| 67   0   0|64.2 49.9 41.5|ppgen_sabv_l  18|ppgen_sabv_l  7332
17-10 04:33:11| 98   2   0   0   0|  33G   25G  396M 4533M|   0     0 | 67   0   0|64.3 50.2 41.7|ppgen_sabv_l  14|ppgen_sabv_l  7332
17-10 04:33:12| 99   2   0   0   0|  33G   25G  396M 4533M|   0     0 | 67   0   0|64.3 50.2 41.7|ppgen_sabv_l  15|ppgen_sabv_l  7332
17-10 04:33:13| 99   1   0   0   0|  33G   25G  396M 4533M|   0     0 | 67   0   0|64.3 50.2 41.7|ppgen         14|ppgen_sabv_l  7332
17-10 04:33:14| 97   2   0   0   0|  33G   25G  396M 4533M|   0     0 | 67   0  38|64.3 50.2 41.7|ppgen_sabv_l  16|ppgen_sabv_l  7332
17-10 04:33:15| 99   1   0   0   0|  33G   25G  396M 4533M|   0   116k| 67   0   0|64.3 50.2 41.7|ppgen_sabv_l  17|ppgen_sabv_l  7332
17-10 04:33:16| 99   1   0   0   0|  33G   25G  396M 4533M|   0     0 | 67   0 2.0|64.6 50.5 41.8|ppgen_sabv_l  19|ppgen_sabv_l  7332
17-10 04:33:17| 99   1   0   0   0|  33G   25G  396M 4533M|   0     0 | 67   0   0|64.6 50.5 41.8|ppgen_sabv_l  18|ppgen_sabv_l  7332
17-10 04:33:18| 98   2   0   0   0|  33G   25G  396M 4533M|   0     0 | 67   0   0|64.6 50.5 41.8|ppgen_sabv_l  15|ppgen_sabv_l  7332
17-10 04:33:19| 97   2   0   0   0|  33G   25G  396M 4533M|   0   112k| 67   0  36|64.6 50.5 41.8|ppgen_sabv_l  16|ppgen_sabv_l  7332
17-10 04:33:20| 99   1   0   0   0|  33G   25G  396M 4533M|   0     0 | 67   0   0|64.6 50.5 41.8|ppgen_sabv_l  14|ppgen_sabv_l  7332
17-10 04:33:21| 98   3   0   0   0|  33G   25G  396M 4533M|   0    16k| 67   0  34|64.8 50.8 41.9|ppgen_sabv_l  20|ppgen_sabv_l  7332
17-10 04:33:22| 96   3   0   0   0|  33G   25G  396M 4533M|   0     0 | 67   0   0|64.8 50.8 41.9|ppgen_sabv_l  15|ppgen_sabv_l  7443
17-10 04:33:23| 93   6   0   0   0|  33G   25G  396M 4533M|   0     0 | 67   0   0|64.8 50.8 41.9|ppgen_sabv_l  19|ppgen_sabv_l  7803
17-10 04:33:24| 96   5   0   0   0|  33G   25G  396M 4533M|   0    96k| 67   0  39|64.8 50.8 41.9|ppgen_sabv_l  15|ppgen_sabv_l  7886
17-10 04:33:25| 98   2   0   0   0|  33G   24G  396M 4533M|   0    76k| 68   0   0|64.8 50.8 41.9|ppgen_sabv_l  17|ppgen_sabv_l  7939
17-10 04:33:26| 98   2   0   0   0|  34G   24G  396M 4533M|   0     0 | 67   0   0|64.9 51.0 42.1|ppgen_sabv_l  16|ppgen_sabv_l  8015
17-10 04:33:27| 97   3   0   0   0|  34G   24G  396M 4533M|   0    12k| 67   0   0|64.9 51.0 42.1|ppgen_sabv_l  20|ppgen_sabv_l  8068
17-10 04:33:28| 97   3   0   0   0|  34G   24G  396M 4533M|   0     0 | 67   0  17|64.9 51.0 42.1|ppgen_sabv_l  23|ppgen_sabv_l  8122
17-10 04:33:29| 97   2   0   0   0|  34G   24G  396M 4533M|   0    51k| 70   0  28|64.9 51.0 42.1|ppgen_sabv_l  21|ppgen_sabv_l  8122
17-10 04:33:30| 99   2   0   0   0|  34G   24G  396M 4533M|   0    89k| 67   0 9.1|64.9 51.0 42.1|ppgen_sabv_l  18|ppgen_sabv_l  8122
17-10 04:33:31| 98   2   0   0   0|  34G   24G  396M 4533M|   0     0 | 67   0   0|65.1 51.3 42.2|ppgen_sabv_l  16|ppgen_sabv_l  8122
17-10 04:33:32| 99   2   0   0   0|  34G   24G  396M 4533M|   0     0 | 67   0   0|65.1 51.3 42.2|ppgen_sabv_l  18|ppgen_sabv_l  8122
17-10 04:33:33| 98   2   0   0   0|  34G   24G  396M 4533M|   0  8186B| 67   0   0|65.1 51.3 42.2|ppgen_sabv_l  16|ppgen_sabv_l  8124
17-10 04:33:34| 96   4   0   0   0|  34G   24G  396M 4533M|   0     0 | 72   0  41|65.1 51.3 42.2|ppgen_sabv_l  17|ppgen_sabv_l  8150
17-10 04:33:35| 97   3   0   0   0|  34G   24G  396M 4533M|   0    92k| 69   0  63|65.1 51.3 42.2|ppgen_sabv_l  17|ppgen_sabv_l  8150
17-10 04:33:36| 99   1   0   0   0|  34G   24G  396M 4533M|   0     0 | 67   0   0|65.2 51.5 42.3|ppgen_sabv_l  17|ppgen_sabv_l  8155
17-10 04:33:37| 99   1   0   0   0|  34G   24G  396M 4533M|   0     0 | 67   0   0|65.2 51.5 42.3|ppgen_sabv_l  18|ppgen_sabv_l  8155
17-10 04:33:38| 99   1   0   0   0|  34G   24G  396M 4533M|   0     0 | 67   0   0|65.2 51.5 42.3|ppgen_sabv_l  17|ppgen_sabv_l  8155
17-10 04:33:39| 98   2   0   0   0|  34G   24G  396M 4533M|   0  8206B| 67   0  33|65.2 51.5 42.3|ppgen_sabv_l  18|ppgen_sabv_l  8155
17-10 04:33:40| 98   2   0   0   0|  34G   24G  396M 4533M|   0    48k| 67   0  37|65.2 51.5 42.3|ppgen_sabv_l  15|ppgen_sabv_l  8155
17-10 04:33:41| 98   2   0   0   0|  34G   24G  396M 4533M|   0     0 | 67   0   0|65.2 51.8 42.5|ppgen_sabv_l  15|ppgen_sabv_l  8155
17-10 04:33:42| 99   1   0   0   0|  34G   24G  396M 4533M|   0     0 | 67   0   0|65.2 51.8 42.5|ppgen_sabv_l  18|ppgen_sabv_l  8155
17-10 04:33:43| 98   1   0   0   0|  34G   24G  396M 4533M|   0     0 | 67   0   0|65.2 51.8 42.5|ppgen_sabv_l  16|ppgen_sabv_l  8155
17-10 04:33:44| 97   3   0   0   0|  34G   24G  396M 4533M|   0     0 | 67   0 7.0|65.2 51.8 42.5|ppgen_sabv_l  18|ppgen_sabv_l  8155
17-10 04:33:45| 97   3   0   0   0|  34G   24G  396M 4533M|   0   100k| 67   0  38|65.2 51.8 42.5|ppgen         15|ppgen_sabv_l  8155
17-10 04:33:46| 99   2   0   0   0|  34G   24G  396M 4533M|   0  4107B| 67   0   0|65.3 52.0 42.6|ppgen         16|ppgen_sabv_l  8155
17-10 04:33:47| 99   1   0   0   0|  34G   24G  396M 4533M|   0     0 | 67   0   0|65.3 52.0 42.6|ppgen_sabv_l  16|ppgen_sabv_l  8155
17-10 04:33:48| 99   1   0   0   0|  34G   24G  396M 4533M|   0     0 | 67   0   0|65.3 52.0 42.6|ppgen_sabv_l  16|ppgen_sabv_l  8155
17-10 04:33:49| 97   3   0   0   0|  34G   24G  396M 4533M|   0   112k| 67   0  33|65.3 52.0 42.6|ppgen         16|ppgen_sabv_l  8155
17-10 04:33:50| 97   4   0   0   0|  34G   24G  396M 4533M|   0     0 | 67   0  37|65.3 52.0 42.6|ppgen         16|ppgen_sabv_l  8155
17-10 04:33:51| 99   1   0   0   0|  34G   24G  396M 4533M|   0    12k| 67   0   0|65.3 52.2 42.7|ppgen_sabv_l  17|ppgen_sabv_l  8155
17-10 04:33:52| 99   1   0   0   0|  34G   24G  396M 4533M|   0     0 | 68   0 1.0|65.3 52.2 42.7|ppgen_sabv_l  18|ppgen_sabv_l  8155
17-10 04:33:53| 96   4   0   0   0|  34G   24G  396M 4533M|   0     0 | 67   0 1.0|65.3 52.2 42.7|ppgen_sabv_l  19|ppgen_sabv_l  8155
17-10 04:33:54| 94   6   0   0   0|  34G   23G  396M 4533M|   0   100k| 67   0 7.0|65.3 52.2 42.7|ppgen_sabv_l  18|ppgen_sabv_l  8155
17-10 04:33:55| 94   5   0   0   0|  35G   23G  396M 4533M|   0   276k| 67   0  38|65.3 52.2 42.7|ppgen_sabv_l  17|ppgen_sabv_l  8165
17-10 04:33:56| 97   3   0   0   0|  35G   23G  396M 4533M|   0     0 | 67   0   0|65.4 52.5 42.8|ppgen_sabv_l  16|ppgen_sabv_l  8165
17-10 04:33:57| 98   2   0   0   0|  35G   23G  396M 4533M|   0    12k| 67   0   0|65.4 52.5 42.8|ppgen_sabv_l  15|ppgen_sabv_l  8165
17-10 04:33:58| 97   3   0   0   0|  35G   23G  396M 4533M|   0  8187B| 67   0  17|65.4 52.5 42.8|ppgen_sabv_l  16|ppgen_sabv_l  8165
17-10 04:33:59| 98   3   0   0   0|  35G   23G  396M 4533M|   0     0 | 67   0 7.0|65.4 52.5 42.8|ppgen_sabv_l  15|ppgen_sabv_l  8165
17-10 04:34:00| 96   4   0   0   0|  35G   23G  396M 4533M|   0   128k| 67   0  37|65.4 52.5 42.8|ppgen_sabv_l  18|ppgen_sabv_l  8165
17-10 04:34:01| 98   2   0   0   0|  35G   23G  396M 4533M|   0     0 | 67   0   0|65.4 52.7 43.0|ppgen_sabv_l  23|ppgen_sabv_l  8165
17-10 04:34:02| 99   1   0   0   0|  35G   23G  396M 4533M|   0     0 | 67   0   0|65.4 52.7 43.0|ppgen_sabv_l  20|ppgen_sabv_l  8165
17-10 04:34:03| 98   2   0   0   0|  35G   23G  396M 4533M|   0    12k| 67   0   0|65.4 52.7 43.0|ppgen_sabv_l  17|ppgen_sabv_l  8181
17-10 04:34:04| 98   3   0   0   0|  35G   23G  396M 4533M|   0     0 | 67   0  36|65.4 52.7 43.0|ppgen_sabv_l  17|ppgen_sabv_l  8187
17-10 04:34:05| 96   4   0   0   0|  35G   23G  396M 4533M|   0   168k| 67   0  48|65.4 52.7 43.0|ppgen_sabv_l  19|ppgen_sabv_l  8187
17-10 04:34:06| 98   3   0   0   0|  35G   23G  396M 4533M|   0     0 | 67   0 5.0|65.6 52.9 43.1|ppgen_sabv_l  18|ppgen_sabv_l  8187
17-10 04:34:07| 98   2   0   0   0|  35G   23G  396M 4533M|   0     0 | 67   0   0|65.6 52.9 43.1|ppgen_sabv_l  16|ppgen_sabv_l  8187
17-10 04:34:08| 98   2   0   0   0|  35G   22G  396M 4533M|   0     0 | 67   0   0|65.6 52.9 43.1|ppgen_sabv_l  16|ppgen_sabv_l  8187
17-10 04:34:09| 98   2   0   0   0|  35G   22G  396M 4533M|   0    56k| 67   0   0|65.6 52.9 43.1|ppgen_sabv_l  16|ppgen_sabv_l  8187
17-10 04:34:10| 98   2   0   0   0|  35G   22G  396M 4533M|   0    64k| 69   0  27|65.6 52.9 43.1|ppgen_sabv_l  18|ppgen_sabv_l  8187
17-10 04:34:11| 99   2   0   0   0|  36G   22G  396M 4533M|   0     0 | 67   0  12|65.6 53.1 43.2|ppgen_sabv_l  19|ppgen_sabv_l  8187
17-10 04:34:12| 99   1   0   0   0|  35G   22G  396M 4533M|   0     0 | 67   0   0|65.6 53.1 43.2|ppgen_sabv_l  16|ppgen_sabv_l  8187
17-10 04:34:13| 99   1   0   0   0|  36G   22G  396M 4533M|   0     0 | 67   0   0|65.6 53.1 43.2|ppgen         15|ppgen_sabv_l  8187
17-10 04:34:14| 99   1   0   0   0|  35G   22G  396M 4533M|   0     0 | 67   0   0|65.6 53.1 43.2|ppgen         17|ppgen_sabv_l  8187
17-10 04:34:15| 98   2   0   0   0|  35G   22G  396M 4533M|   0   120k| 68   0 6.0|65.6 53.1 43.2|ppgen         16|ppgen_sabv_l  8187
17-10 04:34:16| 98   2   0   0   0|  35G   22G  396M 4533M|   0     0 | 67   0  33|65.6 53.3 43.3|ppgen         16|ppgen_sabv_l  8187
17-10 04:34:17| 98   1   0   0   0|  36G   22G  396M 4533M|   0     0 | 67   0   0|65.6 53.3 43.3|ppgen_sabv_l  16|ppgen_sabv_l  8187
17-10 04:34:18| 98   2   0   0   0|  36G   22G  396M 4533M|   0     0 | 67   0  32|65.6 53.3 43.3|ppgen         15|ppgen_sabv_l  8187
17-10 04:34:19| 99   1   0   0   0|  36G   22G  396M 4533M|   0   112k| 67   0   0|65.6 53.3 43.3|ppgen_sabv_l  17|ppgen_sabv_l  8187
17-10 04:34:20| 98   2   0   0   0|  36G   22G  396M 4533M|   0     0 | 67   0   0|65.6 53.3 43.3|ppgen_sabv_l  18|ppgen_sabv_l  8187
17-10 04:34:21| 97   3   0   0   0|  36G   22G  396M 4533M|   0    12k| 67   0  39|65.7 53.6 43.5|ppgen_sabv_l  17|ppgen_sabv_l  8187
17-10 04:34:22| 98   2   0   0   0|  36G   22G  396M 4533M|   0  4109B| 67   0   0|65.7 53.6 43.5|ppgen_sabv_l  16|ppgen_sabv_l  8187
17-10 04:34:23| 98   1   0   0   0|  36G   22G  396M 4533M|   0     0 | 67   0   0|65.7 53.6 43.5|ppgen_sabv_l  15|ppgen_sabv_l  8187
17-10 04:34:24| 99   2   0   0   0|  36G   22G  396M 4533M|   0    88k| 67   0   0|65.7 53.6 43.5|ppgen         17|ppgen_sabv_l  8187
17-10 04:34:25| 99   1   0   0   0|  36G   22G  396M 4533M|   0    76k| 67   0   0|65.7 53.6 43.5|ppgen_sabv_l  15|ppgen_sabv_l  8187
17-10 04:34:26| 98   2   0   0   0|  36G   22G  396M 4533M|   0     0 | 67   0  37|65.7 53.8 43.6|ppgen_sabv_l  16|ppgen_sabv_l  8187
17-10 04:34:27| 98   1   0   0   0|  36G   22G  396M 4533M|   0    12k| 68   0   0|65.7 53.8 43.6|ppgen_sabv_l  15|ppgen_sabv_l  8187
17-10 04:34:28| 99   2   0   0   0|  36G   22G  396M 4533M|   0     0 | 68   0  17|65.7 53.8 43.6|ppgen_sabv_l  17|ppgen_sabv_l  8187
17-10 04:34:29| 98   2   0   0   0|  36G   22G  396M 4533M|   0     0 | 68   0 1.0|65.7 53.8 43.6|ppgen_sabv_l  17|ppgen_sabv_l  8187
17-10 04:34:30| 98   2   0   0   0|  36G   22G  396M 4533M|   0    60k| 67   0   0|65.7 53.8 43.6|ppgen_sabv_l  16|ppgen_sabv_l  8187
17-10 04:34:31| 97   3   0   0   0|  36G   22G  396M 4533M|   0    52k| 67   0  39|65.8 54.0 43.7|ppgen_sabv_l  17|ppgen_sabv_l  8187
17-10 04:34:32| 99   1   0   0   0|  36G   22G  396M 4533M|   0     0 | 67   0   0|65.8 54.0 43.7|ppgen_sabv_l  16|ppgen_sabv_l  8187
17-10 04:34:33| 98   2   0   0   0|  36G   22G  396M 4533M|   0  8193B| 68   0   0|65.8 54.0 43.7|ppgen_sabv_l  19|ppgen_sabv_l  8187
17-10 04:34:34| 98   2   0   0   0|  36G   22G  396M 4533M|   0     0 | 67   0  26|65.8 54.0 43.7|ppgen_sabv_l  17|ppgen_sabv_l  8187
17-10 04:34:35| 90  10   0   0   0|  36G   22G  396M 4533M|   0   140k| 57   0  38|65.8 54.0 43.7|ppgen_sabv_l  16|ppgen_sabv_l  8252
17-10 04:34:36| 94   6   0   0   0|  36G   22G  396M 4533M|   0     0 | 52   0  38|64.8 54.0 43.8|ppgen         16|ppgen_sabv_l  8482
17-10 04:34:37| 95   5   0   0   0|  36G   22G  396M 4533M|   0     0 | 54   0   0|64.8 54.0 43.8|ppgen         16|ppgen_sabv_l  8484
17-10 04:34:38| 95   5   0   0   0|  36G   22G  396M 4533M|   0     0 | 52   0   0|64.8 54.0 43.8|ppgen         16|ppgen_sabv_l  8803
17-10 04:34:39| 93   7   0   0   0|  36G   22G  396M 4533M|   0  8154B| 52   0 7.0|64.8 54.0 43.8|ppgen         15|ppgen_sabv_l  8386
17-10 04:34:40| 96   5   0   0   0|  36G   22G  396M 4533M|   0    64k| 52   0   0|64.8 54.0 43.8|ppgen         15|ppgen_sabv_l  8304
17-10 04:34:41| 96   4   0   0   0|  36G   22G  396M 4533M|   0     0 | 67   0  39|64.8 54.2 43.9|ppgen         15|ppgen_sabv_l  8384
17-10 04:34:42| 98   1   0   0   0|  36G   22G  396M 4533M|   0   163k| 52   0 1.0|64.8 54.2 43.9|ppgen         17|ppgen_sabv_l  8384
